Postal Code,Region,Category,Sub-Category,Sales,Quantity
92691,West,Office Supplies,Storage,330.4,2
92691,West,Office Supplies,Labels,26.25,7
48307,Central,Technology,Accessories,132.52,4
7060,East,Office Supplies,Paper,6.48,1
47201,Central,Office Supplies,Appliances,209.3,2
85635,West,Office Supplies,Fasteners,31.56,5
85635,West,Office Supplies,Appliances,30.144,2
98661,West,Furniture,Furnishings,14.8,4
98661,West,Technology,Phones,302.376,3
98661,West,Technology,Accessories,316,4
10024,East,Office Supplies,Paper,379.4,10
10035,East,Office Supplies,Paper,97.82,2
10035,East,Technology,Accessories,103.12,8
43229,East,Office Supplies,Appliances,113.552,2
43229,East,Office Supplies,Binders,3.318,2
43229,East,Office Supplies,Envelopes,134.288,2
60505,Central,Furniture,Chairs,701.372,2
60505,Central,Office Supplies,Binders,2.308,2
76017,Central,Office Supplies,Storage,999.432,7
76017,Central,Office Supplies,Storage,724.08,14
76017,Central,Furniture,Tables,918.785,5
76017,Central,Office Supplies,Binders,2.724,3
10011,East,Office Supplies,Storage,459.95,5
40214,South,Office Supplies,Fasteners,10.74,3
75081,Central,Office Supplies,Supplies,23.76,3
75081,Central,Office Supplies,Paper,85.056,3
75081,Central,Technology,Phones,381.576,3
44105,East,Furniture,Furnishings,30.36,5
60653,Central,Furniture,Furnishings,23.976,3
60653,Central,Furniture,Tables,108.925,1
60653,Central,Office Supplies,Paper,36.352,8
62301,Central,Office Supplies,Art,19.56,5
47201,Central,Office Supplies,Appliances,61.44,3
47201,Central,Office Supplies,Paper,38.9,5
47201,Central,Technology,Accessories,99.39,3
75701,Central,Office Supplies,Appliances,2.688,3
75701,Central,Technology,Accessories,27.816,3
75701,Central,Furniture,Furnishings,82.524,3
75701,Central,Office Supplies,Binders,182.994,3
10024,East,Office Supplies,Binders,14.352,3
10024,East,Office Supplies,Storage,64.96,2
10024,East,Office Supplies,Storage,68.6,4
27217,South,Technology,Machines,7999.98,4
27217,South,Office Supplies,Appliances,167.44,2
39212,South,Technology,Accessories,479.97,3
39212,South,Office Supplies,Labels,14.62,2
39212,South,Office Supplies,Paper,19.44,3
10035,East,Furniture,Bookcases,191.984,2
22980,South,Furniture,Furnishings,104.01,1
22980,South,Technology,Phones,284.82,1
22980,South,Office Supplies,Storage,36.84,3
90036,West,Technology,Accessories,166.24,1
90036,West,Office Supplies,Paper,33.4,5
19013,East,Office Supplies,Art,198.272,8
19013,East,Office Supplies,Labels,47.36,4
19013,East,Office Supplies,Envelopes,200.984,7
19013,East,Office Supplies,Labels,97.696,4
19013,East,Office Supplies,Art,2.696,1
19013,East,Office Supplies,Binders,18.588,2
19013,East,Office Supplies,Binders,4.896,3
44105,East,Furniture,Furnishings,15.072,3
98103,West,Furniture,Furnishings,209.88,3
90805,West,Furniture,Tables,369.912,3
27511,South,Office Supplies,Paper,10.368,2
27511,South,Office Supplies,Appliances,166.84,5
27511,South,Technology,Accessories,15.216,1
10035,East,Technology,Accessories,119.96,4
10035,East,Furniture,Bookcases,883.92,5
10035,East,Office Supplies,Binders,46.72,8
10035,East,Office Supplies,Paper,55.48,1
32137,South,Office Supplies,Envelopes,24.448,4
10550,East,Office Supplies,Appliances,281.34,6
10550,East,Technology,Phones,307.98,2
10550,East,Technology,Accessories,299.97,3
98105,West,Office Supplies,Binders,19.92,5
19901,East,Furniture,Furnishings,9.94,2
43055,East,Furniture,Furnishings,103.056,3
84057,West,Office Supplies,Binders,59.808,3
84057,West,Furniture,Furnishings,73.32,6
90045,West,Office Supplies,Paper,146.82,3
48205,Central,Furniture,Tables,1652.94,3
48205,Central,Office Supplies,Storage,296.37,3
19140,East,Furniture,Furnishings,129.92,5
33012,South,Office Supplies,Supplies,45.584,7
78745,Central,Office Supplies,Envelopes,17.568,2
78745,Central,Technology,Phones,55.992,1
11572,East,Office Supplies,Paper,182.72,8
11572,East,Furniture,Tables,400.032,2
11572,East,Office Supplies,Storage,33.63,3
11572,East,Furniture,Chairs,542.646,3
11572,East,Office Supplies,Labels,6.3,2
98115,West,Office Supplies,Storage,242.94,3
98115,West,Technology,Accessories,179.97,3
98115,West,Office Supplies,Binders,99.696,6
98115,West,Office Supplies,Binders,27.936,4
98115,West,Furniture,Bookcases,84.98,1
98115,West,Office Supplies,Binders,18.72,5
94110,West,Technology,Accessories,49.98,2
60540,Central,Office Supplies,Labels,11.784,3
60540,Central,Office Supplies,Storage,272.736,3
60540,Central,Office Supplies,Binders,3.54,2
75220,Central,Office Supplies,Supplies,51.52,5
75220,Central,Office Supplies,Paper,3.528,1
75220,Central,Office Supplies,Paper,4.624,1
75220,Central,Office Supplies,Supplies,55.168,4
92105,West,Furniture,Tables,567.12,10
92105,West,Office Supplies,Storage,359.32,4
60201,Central,Technology,Phones,11.992,1
48183,Central,Office Supplies,Binders,58.05,3
48183,Central,Furniture,Furnishings,157.74,11
48183,Central,Office Supplies,Art,56.98,7
48183,Central,Office Supplies,Binders,2.88,1
94110,West,Technology,Copiers,1199.976,3
90036,West,Furniture,Furnishings,79.92,4
32216,South,Furniture,Tables,383.438,4
55016,Central,Office Supplies,Storage,24.56,2
55016,Central,Technology,Accessories,119.8,4
10009,East,Office Supplies,Binders,13.128,3
54302,Central,Office Supplies,Paper,22.72,4
90004,West,Office Supplies,Paper,58.32,9
30318,South,Office Supplies,Labels,12.39,3
43229,East,Technology,Phones,107.982,3
71111,South,Office Supplies,Envelopes,11.36,2
71111,South,Office Supplies,Envelopes,50.94,3
71111,South,Technology,Accessories,646.74,6
71111,South,Office Supplies,Binders,5.64,3
71111,South,Office Supplies,Storage,572.58,6
33710,South,Furniture,Furnishings,310.88,2
22204,South,Furniture,Chairs,641.96,2
50315,Central,Office Supplies,Binders,18.28,2
50315,Central,Technology,Phones,207,3
50315,Central,Office Supplies,Binders,32.35,5
50315,Central,Office Supplies,Binders,7.71,1
50315,Central,Office Supplies,Art,40.3,2
50315,Central,Furniture,Furnishings,34.58,7
45231,East,Office Supplies,Art,32.76,7
94110,West,Furniture,Chairs,544.008,3
94110,West,Office Supplies,Paper,59.94,3
94110,West,Office Supplies,Paper,23.92,4
94110,West,Office Supplies,Paper,4.28,1
43229,East,Office Supplies,Binders,32.07,5
43229,East,Technology,Accessories,24,2
43229,East,Furniture,Bookcases,35.49,1
43229,East,Technology,Accessories,47.984,2
29203,South,Office Supplies,Envelopes,186.69,3
93534,West,Office Supplies,Binders,17.456,2
93534,West,Furniture,Chairs,348.928,2
23223,South,Office Supplies,Binders,143.96,4
23223,South,Office Supplies,Storage,15.42,1
23223,South,Office Supplies,Binders,43.04,8
23223,South,Furniture,Chairs,332.94,3
28806,South,Technology,Phones,1363.96,5
94110,West,Office Supplies,Labels,9.96,2
94110,West,Office Supplies,Paper,21.72,4
55901,Central,Office Supplies,Binders,20.16,7
14609,East,Office Supplies,Paper,132.79,7
14609,East,Office Supplies,Paper,12.96,2
14609,East,Office Supplies,Labels,21.56,7
92530,West,Furniture,Chairs,283.92,5
92105,West,Furniture,Furnishings,22.23,1
92105,West,Technology,Phones,215.968,2
10024,East,Office Supplies,Appliances,355.32,9
71203,South,Office Supplies,Paper,12.96,2
94122,West,Furniture,Furnishings,18.28,2
80219,West,Office Supplies,Art,43.176,3
80219,West,Technology,Phones,1983.968,4
68104,Central,Furniture,Furnishings,28.4,2
68104,Central,Technology,Accessories,149.97,3
98026,West,Office Supplies,Art,11.52,4
98026,West,Furniture,Tables,1298.55,5
98026,West,Office Supplies,Appliances,213.92,4
98026,West,Technology,Accessories,25.78,2
92704,West,Furniture,Furnishings,18.28,2
92704,West,Technology,Accessories,1399.93,7
53209,Central,Office Supplies,Paper,51.84,8
19140,East,Office Supplies,Paper,5.344,1
19140,East,Office Supplies,Paper,41.472,8
19140,East,Office Supplies,Binders,3.168,3
19140,East,Furniture,Chairs,1228.465,5
19140,East,Office Supplies,Binders,31.086,3
19140,East,Office Supplies,Paper,335.52,4
7109,East,Technology,Accessories,239.97,3
7109,East,Office Supplies,Labels,9.82,2
94110,West,Technology,Accessories,67.8,4
94110,West,Technology,Accessories,167.97,3
55044,Central,Office Supplies,Fasteners,35,7
55044,Central,Office Supplies,Supplies,37.24,4
55044,Central,Office Supplies,Envelopes,15.28,2
41042,South,Furniture,Chairs,301.96,2
41042,South,Office Supplies,Appliances,180.66,3
41042,South,Technology,Phones,191.98,2
41042,South,Technology,Phones,65.99,1
33614,South,Office Supplies,Art,35.216,2
33614,South,Office Supplies,Appliances,23.696,2
33614,South,Technology,Machines,265.475,1
75701,Central,Office Supplies,Binders,51.184,4
38401,South,Office Supplies,Paper,9.664,2
76106,Central,Technology,Phones,21.072,3
10035,East,Office Supplies,Art,60.45,3
10035,East,Office Supplies,Art,11.52,4
10035,East,Furniture,Bookcases,186.048,4
90036,West,Office Supplies,Binders,37.44,4
90036,West,Office Supplies,Binders,26.976,4
90036,West,Office Supplies,Supplies,11.36,2
90036,West,Office Supplies,Labels,14.62,2
40214,South,Technology,Phones,83.72,7
40214,South,Furniture,Chairs,287.94,3
44052,East,Furniture,Furnishings,48.896,4
7036,East,Technology,Accessories,115.36,7
93905,West,Office Supplies,Art,5.16,2
93905,West,Office Supplies,Paper,38.88,6
39212,South,Office Supplies,Art,185.88,6
10035,East,Furniture,Furnishings,44.46,2
10035,East,Office Supplies,Storage,242.94,3
10035,East,Office Supplies,Paper,39.96,2
10035,East,Office Supplies,Supplies,102.3,10
10035,East,Office Supplies,Storage,21.36,2
8901,East,Office Supplies,Paper,7.61,1
8901,East,Office Supplies,Fasteners,7.16,2
94122,West,Office Supplies,Supplies,7.36,2
94122,West,Office Supplies,Art,23.1,2
32216,South,Technology,Accessories,191.472,6
32216,South,Office Supplies,Art,5.248,2
32216,South,Technology,Phones,59.184,2
22153,South,Office Supplies,Labels,2.89,1
22153,South,Furniture,Furnishings,51.94,1
19140,East,Office Supplies,Labels,15.936,4
17602,East,Office Supplies,Binders,44.91,6
19143,East,Office Supplies,Binders,1141.47,5
19143,East,Technology,Phones,280.782,3
3301,East,Office Supplies,Paper,34.44,3
10009,East,Office Supplies,Paper,11.36,2
10009,East,Office Supplies,Binders,106.344,7
28205,South,Office Supplies,Paper,192.16,5
3301,East,Furniture,Furnishings,322.59,3
3301,East,Technology,Accessories,29.99,1
3301,East,Technology,Accessories,371.97,3
19120,East,Office Supplies,Binders,5.892,4
10024,East,Office Supplies,Binders,68.472,3
10024,East,Furniture,Chairs,1242.9,5
22153,South,Office Supplies,Storage,30.84,2
94109,West,Office Supplies,Art,13.48,4
48227,Central,Furniture,Furnishings,31.4,5
14609,East,Furniture,Furnishings,17.46,2
90045,West,Office Supplies,Binders,13.944,3
92105,West,Office Supplies,Storage,83.76,12
21044,East,Office Supplies,Binders,37.66,7
94122,West,Office Supplies,Paper,34.68,6
10801,East,Technology,Accessories,149.95,5
10801,East,Office Supplies,Binders,51.312,3
48227,Central,Office Supplies,Paper,4.54,1
48227,Central,Office Supplies,Art,15.92,4
48227,Central,Technology,Phones,543.92,8
94122,West,Office Supplies,Storage,155.82,7
94122,West,Office Supplies,Binders,70.008,3
77095,Central,Office Supplies,Envelopes,15.648,2
48227,Central,Office Supplies,Labels,103.6,7
13021,East,Office Supplies,Paper,46.96,8
45503,East,Office Supplies,Binders,8.904,2
75043,Central,Office Supplies,Labels,10.44,5
75043,Central,Office Supplies,Binders,18.336,4
60653,Central,Technology,Phones,323.976,3
90032,West,Office Supplies,Paper,20.04,3
90032,West,Office Supplies,Storage,64.96,2
90032,West,Office Supplies,Paper,12.96,2
10009,East,Furniture,Bookcases,323.136,4
10009,East,Technology,Phones,90.93,7
10009,East,Office Supplies,Binders,52.776,3
49201,Central,Technology,Phones,1199.8,4
49201,Central,Technology,Accessories,1928.78,7
49201,Central,Office Supplies,Storage,352.38,2
6360,East,Furniture,Furnishings,22.2,6
53209,Central,Furniture,Furnishings,46.94,1
53209,Central,Technology,Accessories,143.73,9
78207,Central,Furniture,Tables,99.918,2
78207,Central,Furniture,Chairs,797.944,4
78207,Central,Office Supplies,Binders,8.568,3
75220,Central,Office Supplies,Envelopes,149.352,3
75220,Central,Office Supplies,Storage,12.992,1
22304,South,Office Supplies,Storage,24.56,2
10009,East,Technology,Accessories,85.14,3
10009,East,Technology,Phones,21.99,1
10009,East,Office Supplies,Appliances,406.6,5
10011,East,Office Supplies,Binders,841.568,2
19143,East,Office Supplies,Paper,15.552,3
19143,East,Technology,Accessories,252,5
22153,South,Office Supplies,Art,46.2,4
22153,South,Office Supplies,Appliances,28.84,2
43615,East,Office Supplies,Art,14.592,3
43615,East,Office Supplies,Art,89.856,3
43615,East,Office Supplies,Paper,13.872,3
19140,East,Office Supplies,Paper,12.192,3
19120,East,Office Supplies,Paper,45.056,8
19120,East,Office Supplies,Binders,29.718,6
19120,East,Office Supplies,Paper,15.552,3
19120,East,Office Supplies,Appliances,447.696,2
87401,West,Technology,Accessories,159.99,1
92503,West,Office Supplies,Paper,12.96,2
92503,West,Office Supplies,Appliances,134.48,4
94110,West,Office Supplies,Paper,17.12,2
90503,West,Office Supplies,Binders,6.096,2
90503,West,Furniture,Tables,1114.272,4
98105,West,Office Supplies,Paper,32.4,5
98105,West,Office Supplies,Storage,540.57,3
98105,West,Office Supplies,Binders,167.76,5
85204,West,Furniture,Tables,393.165,3
19120,East,Furniture,Furnishings,516.488,7
19120,East,Furniture,Furnishings,1007.232,6
19120,East,Furniture,Tables,2065.32,12
19120,East,Office Supplies,Paper,15.552,3
19120,East,Office Supplies,Paper,25.344,6
19143,East,Furniture,Furnishings,25.472,4
78664,Central,Office Supplies,Art,27.168,2
78664,Central,Furniture,Bookcases,78.8528,2
39212,South,Office Supplies,Storage,173.8,5
85023,West,Technology,Phones,29.592,1
85023,West,Office Supplies,Binders,4.752,2
85023,West,Office Supplies,Paper,15.552,3
92054,West,Furniture,Furnishings,204.6,2
94110,West,Furniture,Chairs,321.568,2
72701,South,Office Supplies,Binders,6.24,2
94110,West,Office Supplies,Envelopes,21.88,2
33433,South,Office Supplies,Labels,4.608,2
10011,East,Office Supplies,Labels,9.82,2
10011,East,Office Supplies,Art,35.97,3
10011,East,Office Supplies,Paper,12.96,2
10011,East,Office Supplies,Paper,191.6,4
10011,East,Office Supplies,Labels,8.64,3
10011,East,Office Supplies,Storage,501.81,3
19134,East,Furniture,Furnishings,127.104,6
19134,East,Technology,Phones,124.2,3
19134,East,Office Supplies,Binders,18.588,2
19134,East,Office Supplies,Labels,30.072,3
10011,East,Technology,Phones,160.93,7
10011,East,Office Supplies,Binders,75.792,3
97206,West,Office Supplies,Binders,1.08,2
48205,Central,Technology,Machines,3059.982,2
28403,South,Office Supplies,Binders,3.282,2
47201,Central,Office Supplies,Paper,34.02,3
10035,East,Furniture,Chairs,599.292,6
80027,West,Office Supplies,Art,3.392,1
80027,West,Technology,Phones,559.984,2
80027,West,Furniture,Chairs,603.92,5
77506,Central,Office Supplies,Labels,7.968,2
77506,Central,Office Supplies,Envelopes,27.968,4
77506,Central,Technology,Machines,336.51,3
77041,Central,Office Supplies,Binders,1.112,2
13021,East,Furniture,Furnishings,520.05,5
13021,East,Office Supplies,Art,17.97,3
32216,South,Furniture,Chairs,1166.92,5
10024,East,Office Supplies,Binders,14.624,2
95123,West,Office Supplies,Fasteners,10.23,3
95123,West,Office Supplies,Paper,154.9,5
23464,South,Office Supplies,Binders,2715.93,7
23464,South,Technology,Phones,617.97,3
42420,South,Office Supplies,Envelopes,10.67,1
42420,South,Office Supplies,Storage,36.63,3
42420,South,Furniture,Furnishings,24.1,5
42420,South,Furniture,Furnishings,33.11,7
98661,West,Office Supplies,Art,44.02,2
10024,East,Technology,Accessories,2309.65,7
10024,East,Furniture,Tables,1090.782,7
10024,East,Office Supplies,Paper,19.44,3
92563,West,Office Supplies,Storage,484.65,3
28540,South,Office Supplies,Paper,115.296,3
85254,West,Office Supplies,Envelopes,7.08,3
85254,West,Office Supplies,Binders,4.401,3
52601,Central,Office Supplies,Paper,44.75,5
60653,Central,Technology,Phones,95.984,2
92037,West,Furniture,Furnishings,151.72,4
98502,West,Furniture,Furnishings,155.25,3
98502,West,Office Supplies,Storage,14.03,1
98103,West,Furniture,Tables,1618.37,13
98103,West,Technology,Accessories,99.6,1
90036,West,Office Supplies,Paper,32.4,5
10011,East,Furniture,Furnishings,13.96,2
10011,East,Furniture,Furnishings,155.82,3
10011,East,Technology,Phones,124.95,5
10011,East,Office Supplies,Storage,601.65,5
20016,East,Office Supplies,Art,22.74,3
20016,East,Furniture,Chairs,1267.53,3
20016,East,Technology,Machines,1379.92,8
19134,East,Office Supplies,Envelopes,6.208,2
90045,West,Office Supplies,Binders,11.808,2
45503,East,Office Supplies,Paper,15.552,3
45503,East,Office Supplies,Paper,63.312,3
45503,East,Technology,Phones,15.588,2
7601,East,Office Supplies,Paper,177.2,5
7601,East,Technology,Phones,197.97,3
7601,East,Furniture,Chairs,854.94,3
7601,East,Furniture,Furnishings,124.11,9
7601,East,Office Supplies,Labels,14.4,5
45231,East,Office Supplies,Paper,15.696,3
45231,East,Office Supplies,Binders,2.628,2
